Headline	Article	Publication	Reliability Range (Interactive MB)	Bias Range (Interactive MB)	Audience (Interactive MB)	MB/FC Slant	Rank Number	Date Recorded	Within 24 Hours?	Bipartisan Press Bias
Facing criticism for Paralympian's withdrawal, USOPC defends athlete support system	https://news.yahoo.com/facing-criticism-paralympians-withdrawal-usopc-131759064.html?fr=sycsrp_catchall	Washington Post				Left-Center	3.0	July 21, 2021	True	-4.407171
So, uhh, about Jeff Bezos's cowboy hat …	https://news.yahoo.com/uhh-jeff-bezoss-cowboy-hat-192157515.html?fr=sycsrp_catchall	Washington Post				Left-Center	4.0	July 21, 2021	False	-6.237779
Alabama city leader won't quit after using racial slur	https://news.yahoo.com/alabama-city-leader-wont-quit-140839697.html?fr=sycsrp_catchall	Associated Press				Neutral	5.0	July 21, 2021	True	-3.389742
With 'Black Widow' ticket buying suddenly drying up, growing questions for Disney's Marvel about what did it in	https://news.yahoo.com/black-widow-ticket-buying-suddenly-144542555.html?fr=sycsrp_catchall	Washington Post				Left-Center	6.0	July 21, 2021	False	-1.29724
Unvaccinated Americans say COVID vaccines are riskier than the virus, even as Delta surges among them	https://news.yahoo.com/unvaccinated-people-face-growing-danger-120047254.html?fr=sycsrp_catchall	Yahoo News				Left-Center	7.0	July 21, 2021	False	-2.454537
Biden says even people who think he's 'Satan reincarnate' have to know something happened on Jan. 6	https://news.yahoo.com/biden-says-even-people-think-021319687.html?fr=sycsrp_catchall	The Week				Left	8.0	July 21, 2021	True	-4.19966
Yuen Long attack: Hong Kong court gives seven jail time	https://news.yahoo.com/yuen-long-attack-hong-kong-044539749.html?fr=sycsrp_catchall	BBC				Left-Center	9.0	July 21, 2021	True	-1.567147
At least 25 dead as rains deluge central China's Henan province	https://news.yahoo.com/heavy-rainfall-kills-12-central-220228956.html?fr=sycsrp_catchall	Reuters				Neutral	10.0	July 21, 2021	False	-0.149261
McConnell encourages people to get vaccinated, ignore anti-vax voices	https://news.yahoo.com/mcconnell-encourages-people-vaccinated-ignore-194041525.html	Yahoo News Video				Too many tries, Find Manually	11.0	July 21, 2021	False	5.412073
3 bodies found in China tunnel collapse, 11 still missing	https://news.yahoo.com/3-bodies-found-china-tunnel-075437303.html?fr=sycsrp_catchall	Associated Press				Neutral	12.0	July 21, 2021	False	
U.S., Germany strike Nord Stream 2 pipeline deal to push back on Russian 'aggression'	https://news.yahoo.com/germany-steps-against-russia-under-170235361.html	Reuters				Neutral	13.0	July 21, 2021	True	-1.400826
Former informant 'White Boy Rick' sues FBI for $100m	ERROR	BBC				Left-Center	14.0	July 21, 2021	True	ERROR
‘He could have at least given us a road.’ Residents in Haiti prepare for Moïse’s funeral	https://news.yahoo.com/could-least-given-us-road-235519398.html?fr=sycsrp_catchall	Miami Herald				Left-Center	15.0	July 21, 2021	True	0.410579
Room for 10,000: Inside China's largest detention center	https://news.yahoo.com/pandemic-rages-u-immigrants-detained-101214798.html?fr=sycsrp_catchall	Associated Press				Neutral	16.0	July 21, 2021	True	-2.278296
Venezuela's Maduro calls Vatican letter a 'compendium of hatred'	https://news.yahoo.com/venezuelas-maduro-calls-vatican-letter-011640765.html?fr=sycsrp_catchall	Reuters				Neutral	17.0	July 21, 2021	True	-1.807904
Flooding in central China turns streets to rivers, kills 12	https://news.yahoo.com/heavy-flooding-hits-central-china-133149764.html?fr=sycsrp_catchall	Associated Press				Neutral	18.0	July 21, 2021	False	-0.891704
China rejects WHO plan for study of COVID-19 origin	https://www.msn.com/en-ca/lifestyle/smart-living/the-latest-florida-county-orders-employees-to-be-vaccinated/ar-AAMFV79	Reuters				Neutral	19.0	July 21, 2021	True	ERROR
Hong Kong police arrest 5 trade union members for sedition	https://news.yahoo.com/hong-kong-police-arrest-5-041252280.html?fr=sycsrp_catchall	Associated Press				Neutral	20.0	July 21, 2021	True	-3.480335
Syria accuses Israel of carrying out strike, 2nd in a week	https://news.yahoo.com/syria-accuses-israel-carrying-strike-050722578.html?fr=sycsrp_catchall	Associated Press				Neutral	21.0	July 21, 2021	True	-3.350195
Why The Bath Mat Is Guaranteed to Spruce Up Your Space	https://news.yahoo.com/why-bath-mat-guaranteed-spruce-183500854.html	Architectural Digest				Left	22.0	July 21, 2021	True	-0.072842
From China to Germany, floods expose climate vulnerability	https://news.yahoo.com/china-germany-floods-expose-climate-050251516.html?fr=sycsrp_catchall	Reuters				Neutral	23.0	July 21, 2021	True	-2.498494
Shooting that injured driver on I-30 in Fort Worth was a case of road rage, police say	https://news.yahoo.com/shooting-injured-driver-30-fort-223137944.html?fr=sycsrp_catchall	Fort Worth Star-Telegram				Right-Center	24.0	July 21, 2021	True	-0.341918
Japan, UK to expand defense ties at sea, military technology	https://news.yahoo.com/japan-uk-expand-defense-ties-114050133.html?fr=sycsrp_catchall	Associated Press				Neutral	25.0	July 21, 2021	False	1.170582
Pennsylvania decertifies county's voting machines after 2020 audit	https://www.yahoo.com/entertainment/pennsylvania-decertifies-countys-voting-machines-205156699.html	Reuters				Neutral	26.0	July 21, 2021	True	-3.826352
Florida AG Moody tests positive for COVID days after being with DeSantis in Texas	https://news.yahoo.com/florida-ag-moody-tests-positive-010537205.html?fr=sycsrp_catchall	Miami Herald				Left-Center	27.0	July 21, 2021	True	0.561189
The group accused of plotting to kidnap Michigan Gov. Whitmer was riddled with FBI informants who took leading roles, according to BuzzFeed	https://news.yahoo.com/group-accused-plotting-kidnap-michigan-144724252.html?fr=sycsrp_catchall	INSIDER				Left-Center	28.0	July 21, 2021	True	-0.846518
Russia sends long-delayed module to space station	https://news.yahoo.com/russias-space-station-module-glitched-180527703.html?fr=sycsrp_catchall	BBC				Left-Center	29.0	July 21, 2021	True	-1.478979
Polish justice minister says Warsaw cannot comply with EU's court ruling	https://news.yahoo.com/polish-justice-minister-says-warsaw-185713836.html?fr=sycsrp_catchall	Reuters				Neutral	30.0	July 21, 2021	True	-0.123406
										ERROR
Florida, Missouri and Texas now account for 40% of new coronavirus cases in U.S.	https://news.yahoo.com/florida-missouri-and-texas-now-account-for-40-percent-of-new-us-coronavirus-cases-172032337.html	Yahoo News				Left-Center	1.0	July 22, 2021	True	-3.097811
Superbug' fungus spread in two cities, health officials say	https://news.yahoo.com//superbug-fungus-spread-two-cities-171511075.html	Associated Press				Neutral	2.0	July 22, 2021	True	-1.442117
Paul Gosar was a beloved dentist - now he's a MAGA congressman	https://news.yahoo.com//paul-gosar-beloved-dentist-now-144835793.html	Washington Post				Left-Center	3.0	July 22, 2021	False	-12.835581
Officials seize 15 giant land snails at Houston airport	https://news.yahoo.com//officials-seize-15-giant-land-233031405.html	CBS News				Left-Center	4.0	July 22, 2021	False	6.317814
Details on FBI Inquiry Into Kavanaugh Draw Fire From Democrats	https://news.yahoo.com//details-fbi-inquiry-kavanaugh-draw-181845650.html	The New York Times				Left-Center	5.0	July 22, 2021	True	-6.999512
Why Everyone Has the Worst Summer Cold Ever	https://news.yahoo.com//why-everyone-worst-summer-cold-183842931.html	The New York Times				Left-Center	6.0	July 22, 2021	True	-4.203808
Violence, protests overshadow Mass for slain Haitian leader	https://news.yahoo.com//violence-overshadows-memorial-mass-slain-170359156.html	Associated Press				Neutral	7.0	July 22, 2021	True	-2.49035
Biden hits Cuba with more sanctions over its crackdown on protesters	https://news.yahoo.com//biden-hits-cuba-more-sanctions-171329161.html	LA Times				Left-Center	8.0	July 22, 2021	True	-2.399263
911 call released in killing of mother, son in S. Carolina	https://news.yahoo.com//911-call-released-killing-mother-220356248.html	Associated Press				Neutral	9.0	July 22, 2021	True	-0.345521
Rep. Marjorie Taylor Greene holds a press conference after being reinstated on Twitter	https://news.yahoo.com//rep-marjorie-taylor-greene-holds-143005481.html	Yahoo News Video				Questionable Source	10.0	July 22, 2021	False	17.799572
Volunteers hunting for Mexico's 'disappeared' become targets	https://news.yahoo.com//volunteers-hunting-mexicos-disappeared-become-040214119.html	Associated Press				Neutral	11.0	July 22, 2021	True	-2.282855
Tarrant County voter fraud case ‘threatens the integrity’ of democracy, group says	https://news.yahoo.com//tarrant-county-voter-fraud-case-221758646.html	Fort Worth Star-Telegram				Right-Center	12.0	July 22, 2021	True	-2.128019
Typhoon to bring heavy rains to Taiwan, China over weekend	https://news.yahoo.com//typhoon-bring-heavy-rains-taiwan-064647100.html	Associated Press				Neutral	13.0	July 22, 2021	True	-1.295002
In venue fit for head of state, Japan PM seeks Pfizer doses	https://news.yahoo.com//venue-fit-head-state-japan-062036222.html	Associated Press				Neutral	14.0	July 22, 2021	True	0.375746
Republican politicians lost in Medicaid expansion standoff, and Missouri voters won	https://news.yahoo.com//republican-politicians-lost-medicaid-expansion-212625395.html	Kansas City Star				Left-Center	15.0	July 22, 2021	True	-15.173565
US diplomat worried about pandemic, food supply in N Korea	https://news.yahoo.com//us-diplomat-worried-pandemic-food-070203667.html	Associated Press				Neutral	16.0	July 22, 2021	False	0.47281
Brother of Miami condo victim heartbroken but not hopeless	https://news.yahoo.com//brother-miami-condo-victim-heartbroken-193558166.html	Associated Press				Neutral	17.0	July 22, 2021	True	-0.923495
Pelosi says 'deadly serious' Jan. 6 probe to go without GOP	https://news.yahoo.com//pelosi-says-jan-6-committee-165729105.html	Associated Press				Neutral	18.0	July 22, 2021	True	-2.891288
Why The Bath Mat Is Guaranteed to Spruce Up Your Space	https://news.yahoo.com//why-bath-mat-guaranteed-spruce-183500854.html	Architectural Digest				Left	19.0	July 22, 2021	False	-0.072842
Recent arrests reveal more about how cartel wives help run operations for Mexico's powerful Sinaloa cartel	https://news.yahoo.com//recent-arrests-reveal-more-cartel-223158658.html	Business Insider				Left-Center	20.0	July 22, 2021	True	-0.129814
GOP congressman says he wants to indict Jill Biden ‘for being so cruel to her husband’	https://news.yahoo.com//gop-congressman-says-wants-indict-203144153.html	The Independent				Left-Center	21.0	July 22, 2021	True	5.507795
Democrats outraged after the FBI said it got more than 4,500 tips about Brett Kavanaugh - and referred the 'relevant' ones to the Trump White House	https://news.yahoo.com//democrats-outraged-fbi-said-got-023607844.html	Business Insider				Left-Center	22.0	July 22, 2021	True	-6.1272
At 98 and facing cancer, Bob Dole reckons with legacy of Trump and ponders future of GOP	https://news.yahoo.com//98-facing-cancer-bob-dole-100314687.html	USA TODAY				Left-Center	23.0	July 22, 2021	True	-1.100881
A man who spent $30 million building a 3-mile wall between the US and Mexico is looking for someone to buy it	https://news.yahoo.com//man-spent-30-million-building-062315895.html	INSIDER				Left-Center	24.0	July 22, 2021	True	-7.438354
Ex-Army Ranger used his military training during Capitol riot, judge says	https://news.yahoo.com//ex-army-ranger-used-military-201332148.html	The Independent				Left-Center	25.0	July 22, 2021	True	0.08667
Three women attacked within the space of one hour in a New York City park	https://news.yahoo.com//three-women-attacked-within-space-135907954.html	The Independent				Left-Center	26.0	July 22, 2021	True	2.677361
The US launched strikes to destroy military equipment the Taliban captured from Afghan security forces	https://news.yahoo.com//us-launched-strikes-destroy-military-004629191.html	Business Insider				Left-Center	27.0	July 22, 2021	True	-0.647716
Georgia Rep. Hank Johnson arrested at voting rights demonstration, second House Democrat detained in a week	https://news.yahoo.com//georgia-rep-hank-johnson-arrested-205103607.html	USA TODAY				Left-Center	28.0	July 22, 2021	True	-1.788494
A man was lost in the Alaskan wilderness for weeks and fended off a grizzly bear nightly, until a coast guard helicopter spotted his 'SOS' by chance	https://news.yahoo.com//man-lost-alaskan-wilderness-weeks-013153165.html	INSIDER				Left-Center	29.0	July 22, 2021	True	-5.962803
As Tokyo Games open, can Olympic flame burn away the funk?	https://news.yahoo.com//tokyo-games-open-olympic-flame-061716673.html	Associated Press				Neutral	30.0	July 22, 2021	True	-0.281018
										ERROR
Exclusive-'QAnon Shaman' in plea negotiations after mental health diagnosis -lawyer	https://news.yahoo.com//exclusive-qanon-shaman-plea-negotiations-100653663.html	Reuters				Neutral	1.0	July 23, 2021	True	0.369674
A priest's phone location data outed his private life. It could happen to anyone.	https://www.yahoo.com/lifestyle/priests-phone-location-data-outed-223808426.html	Washington Post				Left-Center	2.0	July 23, 2021	False	-3.951654
Southern California cities rebel against new mask mandate, hinting at delta variant drama to come	https://news.yahoo.com//southern-california-cities-rebel-against-190121857.html	Washington Post				Left-Center	3.0	July 23, 2021	False	-3.366438
A Grizzly Bear Terrorized a Man for Days in Alaska. The Coast Guard Saw His SOS.	https://news.yahoo.com//grizzly-bear-terrorized-man-days-121007359.html	The New York Times				Left-Center	4.0	July 23, 2021	True	-7.543917
Cleveland Indians announce franchise's new name: the Guardians	https://sports.yahoo.com/cleveland-indians-announce-franchises-new-name-the-guardians-140148762.html	Yahoo Sports				Left-Center	5.0	July 23, 2021	True	0.649538
After Recent 'Heat Dome,' Washington Issues Warning Not to Eat Raw Shellfish	https://news.yahoo.com//recent-heat-dome-washington-issues-121302393.html	The New York Times				Left-Center	6.0	July 23, 2021	True	-6.129503
Exclusive: Jan. 6 select committee will include former CIA inspector general found to have retaliated against whistleblower	https://news.yahoo.com//exclusive-jan-6-select-committee-will-include-former-cia-inspector-general-found-to-have-retaliated-against-whistleblower-211238170.html	Yahoo News				Left-Center	7.0	July 23, 2021	True	-2.4041
China's Zhengzhou begins cleanup after deadly storms	https://news.yahoo.com//chinas-zhengzhou-begins-cleanup-storms-103635570.html	Associated Press				Neutral	8.0	July 23, 2021	False	
Venezuela says U.S. military plane violated its airspace	https://news.yahoo.com//venezuela-says-u-military-plane-231246725.html	Reuters				Neutral	9.0	July 23, 2021	True	-1.93716
Husky seen running after car when he’s abandoned is saved – and Texas man is arrested	https://news.yahoo.com//husky-seen-running-car-abandoned-001926080.html	Fort Worth Star-Telegram				Right-Center	10.0	July 23, 2021	True	2.610644
To reach a peace deal, Taliban say Afghan president must go	https://news.yahoo.com//reach-peace-deal-taliban-afghan-060957044.html	Associated Press				Neutral	11.0	July 23, 2021	False	0.588928
China's Sinovac evaluates vaccine plant in Chile	https://news.yahoo.com//chinas-sinovac-evaluates-vaccine-plant-195811879.html	Reuters				Neutral	12.0	July 23, 2021	True	0.357276
What the far-right's charge to remove Pelosi could mean for Kevin McCarthy	https://news.yahoo.com//far-rights-charge-remove-pelosi-170856416.html	The Week				Left	13.0	July 23, 2021	True	18.572428
Body of Arlington firefighter was found in bathroom window, Mexican authorities say	https://news.yahoo.com//body-arlington-firefighter-found-bathroom-234551961.html	Fort Worth Star-Telegram				Right-Center	14.0	July 23, 2021	True	2.421148
Biden stumps for McAuliffe in early test of political clout	https://news.yahoo.com//biden-stumps-mcauliffe-early-test-201844206.html	Associated Press				Neutral	15.0	July 23, 2021	True	-0.372049
SpaceX lands NASA launch contract for mission to Jupiter's moon Europa	https://news.yahoo.com//spacex-lands-nasa-launch-contract-030631164.html	Reuters				Neutral	16.0	July 23, 2021	True	0.03276
A 'significant and far-reaching' heat wave is coming to the U.S. next week	https://news.yahoo.com//significant-far-reaching-heat-wave-153622707.html	The Week				Left	17.0	July 23, 2021	True	-8.125511
SC police got phone data of Josephson’s alleged ‘fake Uber’ killer. Here’s what they found	https://news.yahoo.com//sc-police-got-phone-data-161412016.html	The State				Left-Center	18.0	July 23, 2021	True	0.800567
Search for bodies concludes at Surfside condo collapse site	https://news.yahoo.com//search-bodies-concludes-surfside-condo-214845328.html	Yahoo News Video				Questionable Source	19.0	July 23, 2021	True	-1.027019
Poland a step closer to adopting controversial property law	https://news.yahoo.com//poland-step-closer-adopting-controversial-203852602.html	Associated Press				Neutral	20.0	July 23, 2021	True	-1.700871
Afghan Air Force hurt by inoperable aircraft - Afghan lawmakers	https://news.yahoo.com//afghan-air-force-hurt-inoperable-181701268.html	Reuters				Neutral	21.0	July 23, 2021	True	1.118887
Bones found near area where missing British hiker Esther Dingley disappeared	https://news.yahoo.com//bones-found-near-area-where-175052488.html	The Telegraph				Right	22.0	July 23, 2021	True	-1.144662
Vietnam locks down capital Hanoi for 15 days as cases rise	https://news.yahoo.com//vietnam-locks-down-capital-hanoi-032426813.html	Associated Press				Neutral	23.0	July 23, 2021	True	-0.134413
China imposes sanctions on US officials	https://news.yahoo.com//china-imposes-sanctions-us-officials-225503142.html	BBC				Left-Center	24.0	July 23, 2021	True	-3.953424
Tokyo 2020 'axed opening ceremony musician for being black'	https://news.yahoo.com//tokyo-2020-axed-opening-ceremony-205357039.html	The Telegraph				Right	25.0	July 23, 2021	True	-1.169694
Are COVID symptoms different with the delta variant? Here’s what experts say	https://news.yahoo.com//covid-symptoms-different-delta-variant-185023861.html	Miami Herald				Left-Center	26.0	July 23, 2021	True	1.827701
Trump's sway tested in race for open mid-Ohio US House seat	https://news.yahoo.com//trumps-sway-tested-race-open-114336014.html	Associated Press				Neutral	27.0	July 23, 2021	True	-1.311566
CDC says ‘superbug’ fungus has spread in Washington, D.C., and Dallas	https://news.yahoo.com//cdc-says-superbug-fungus-spread-202812229.html	Yahoo News Video				Questionable Source	28.0	July 23, 2021	False	-0.559251
Dutch teen on space flight told Bezos he had never ordered from Amazon	https://news.yahoo.com//dutch-teen-space-flight-told-163423384.html	Reuters				Neutral	29.0	July 23, 2021	True	-0.185692
Slovenia PM accuses EU official of lying over rule of law	https://news.yahoo.com//slovenia-pm-accuses-eu-official-154447938.html	Associated Press				Neutral	30.0	July 23, 2021	True	-1.013784
										ERROR
Florida tops the nation in new COVID cases. As they spike in its rural Big Bend, many still fear the vaccine more.	https://news.yahoo.com//florida-tops-nation-covid-cases-151309966.html	USA TODAY				Left-Center	1.0	July 24, 2021	True	-1.009701
Gaetz case takes bizarre tabloid turn	https://news.yahoo.com//gaetz-case-takes-bizarre-tabloid-170244424.html	Politico				Left-Center	2.0	July 24, 2021	False	0.793103
Imprisoned 'Dating Game Killer' Alcala dies in California	https://news.yahoo.com//imprisoned-dating-game-killer-alcala-192232768.html	Associated Press				Neutral	3.0	July 24, 2021	True	0.328847
He refused to give up his coveted Twitter handle. Then he was 'swatted' and died of a heart attack.	https://news.yahoo.com//refused-coveted-twitter-handle-then-193345633.html	Washington Post				Left-Center	4.0	July 24, 2021	True	-3.884276
AP-NORC poll: Most unvaccinated Americans don't want shots	https://news.yahoo.com//ap-norc-poll-most-unvaccinated-144516547.html	Associated Press				Neutral	5.0	July 24, 2021	False	0.089668
Patience has worn thin': Frustration mounts over vaccine holdouts	https://news.yahoo.com//patience-worn-thin-frustration-mounts-003258894.html	Washington Post				Left-Center	6.0	July 24, 2021	False	-5.010376
Typhoon In-Fa sweeps towards China after flooding chaos	https://news.yahoo.com//typhoon-fa-sweeps-towards-china-133926108.html	BBC				Left-Center	7.0	July 24, 2021	True	-2.315494
Russia excludes senior Communist candidate from parliamentary vote	https://news.yahoo.com//russia-excludes-senior-communist-candidate-125812651.html	Reuters				Neutral	8.0	July 24, 2021	True	-1.501063
Sale of semiconductor factory to Chinese-owned firm presents bigger UK risk than Huawei	https://news.yahoo.com//sale-semiconductor-business-chinese-firm-150647558.html	The Telegraph				Right	9.0	July 24, 2021	True	-0.78287
LA man who mocked Covid-19 vaccines dies of virus	https://news.yahoo.com//la-man-mocked-covid-19-223242462.html	BBC				Left-Center	10.0	July 24, 2021	True	-1.322183
Vietnam reports record 7,968 coronavirus cases on Saturday	https://news.yahoo.com//vietnam-reports-record-7-968-124501940.html	Reuters				Neutral	11.0	July 24, 2021	True	-0.374979
A man found with guns and ammunition in his Chicago hotel room told police it was a 'mistake' and he 'didn't mean to startle anyone'	https://news.yahoo.com//man-found-guns-ammunition-chicago-015851455.html	INSIDER				Left-Center	12.0	July 24, 2021	True	-2.426555
Afghanistan curfew imposed as Taliban militants advance	https://news.yahoo.com//afghanistan-curfew-imposed-taliban-militants-151207065.html	BBC				Left-Center	13.0	July 24, 2021	True	1.462905
U.S. hits one of two targets in missile defense test - agency	https://news.yahoo.com//u-hits-one-two-targets-202037958.html	Reuters				Neutral	14.0	July 24, 2021	True	1.344018
Germany toughens rules for travel from Spain, Netherlands	https://news.yahoo.com//germany-toughens-rules-travel-spain-143027723.html	Associated Press				Neutral	15.0	July 24, 2021	False	-0.645576
Report: 'QAnon Shaman' in plea negotiations after mental illness diagnosis	https://news.yahoo.com//report-qanon-shaman-plea-negotiations-125125315.html	Yahoo News Video				Questionable Source	16.0	July 24, 2021	False	1.146573
Arlington firefighter accidentally asphyxiated in Cancun window, authorities conclude	https://news.yahoo.com//arlington-firefighter-accidentally-asphyxiated-cancun-190258328.html	Fort Worth Star-Telegram				Right-Center	17.0	July 24, 2021	True	2.104931
China confirms ban on for-profit tutoring in core school subjects - Xinhua	https://news.yahoo.com//china-confirms-profit-tutoring-core-112045849.html	Reuters				Neutral	18.0	July 24, 2021	True	-0.878945
Why it may be a 'grave mistake' for FDA to wait much longer for full COVID-19 vaccine approval	https://news.yahoo.com//why-may-grave-mistake-fda-185000105.html	The Week				Left	19.0	July 24, 2021	True	-7.300928
Fauci: 'There's no way' the coronavirus was made with U.S. research funds. Here's why	https://news.yahoo.com//fauci-theres-no-way-coronavirus-120033699.html	LA Times				Left-Center	20.0	July 24, 2021	True	-9.992004
Army Ranger Savagely Killed Female Security Guard in Drunken Rampage: Police	https://news.yahoo.com//army-ranger-savagely-killed-female-172255483.html	The Daily Beast				Left	21.0	July 24, 2021	True	1.385381
At the recent CPAC, attendees celebrated the failure of Biden's goal to vaccinate 70% of adults. Now top Republicans have U-turned, urging people to get their jab.	https://news.yahoo.com//recent-cpac-attendees-celebrated-failure-155302579.html	Business Insider				Left-Center	22.0	July 24, 2021	True	-5.473152
A United Airlines flight was evacuated after a teenager AirDropped a photo of an airsoft gun to other passengers, report says	https://news.yahoo.com//united-airlines-flight-evacuated-teenager-131229565.html	Business Insider				Left-Center	23.0	July 24, 2021	True	-0.961419
‘Avenge Her Murder’: The Grisly Killing of an Ex-Diplomat’s Daughter Ignites a Wave of Fury Worldwide	https://news.yahoo.com//avenge-her-murder-grisly-killing-235108660.html	The Daily Beast				Left	24.0	July 24, 2021	True	-8.94253
Powerhouse US swim team shines with 6 medals, 1st US gold	https://news.yahoo.com//kalisz-wins-first-us-medal-014806234.html	Associated Press				Neutral	25.0	July 24, 2021	True	-0.656563
First images of Derek Chauvin in prison are released	https://news.yahoo.com//first-images-derek-chauvin-prison-142103579.html	The Independent				Left-Center	26.0	July 24, 2021	True	-8.095274
California family say they were treated like criminals on a Southwest flight because their toddler wouldn't keep his mask on	https://news.yahoo.com//california-family-were-treated-criminals-131004121.html	Business Insider				Left-Center	27.0	July 24, 2021	True	2.822335
Heat wave to cover huge swath of US in coming days, bringing high temperatures to millions	https://news.yahoo.com//heat-wave-cover-huge-swath-002251140.html	USA TODAY				Left-Center	28.0	July 24, 2021	True	-0.037066
Biden set to nominate Caroline Kennedy as US ambassador to Australia: report	https://news.yahoo.com//biden-set-nominate-caroline-kennedy-182229535.html	Business Insider				Left-Center	29.0	July 24, 2021	True	-0.974685
R. Kelly sexually abused teenage boy he met in McDonald's and bribed officials for information about his legal case, prosecutors allege	https://news.yahoo.com//r-kelly-sexually-abused-teenage-145812082.html	INSIDER				Left-Center	30.0	July 24, 2021	True	-5.679163
										ERROR
Russia sets stage for enticing gymnastics final by outscoring Simone Biles, Team USA in qualifying	https://sports.yahoo.com/simone-biles-team-usa-finish-second-to-russia-in-womens-gymnastics-in-qualifying-090723115.html	Yahoo Sports				Left-Center	1.0	July 25, 2021	True	-1.660393
Burned by Hot Housing Market, Some Buyers Back Off	https://news.yahoo.com//burned-hot-housing-market-buyers-140916237.html	The New York Times				Left-Center	2.0	July 25, 2021	True	-6.323924
Americans' optimism about country's direction over next year drops nearly 20 points since May: POLL	https://www.yahoo.com/gma/americans-optimism-countrys-direction-over-110100639.html	Good Morning America				Left-Center	3.0	July 25, 2021	True	3.114583
The Most Influential Spreader of Coronavirus Misinformation Online	https://news.yahoo.com//most-influential-spreader-coronavirus-misinformation-141227038.html	The New York Times				Left-Center	4.0	July 25, 2021	True	-3.651881
One nation under fire: A week's glance at gun violence ripping across America	https://www.yahoo.com/gma/one-nation-under-fire-weeks-132236894.html	Good Morning America				Left-Center	5.0	July 25, 2021	True	-2.137584
Buy My House, But I'm Taking the Toilet	https://news.yahoo.com//buy-house-im-taking-toilet-141636584.html	The New York Times				Left-Center	6.0	July 25, 2021	True	-5.954223
A Mexican state suffers bloody fallout of cartel rivalry	https://news.yahoo.com//mexican-state-suffers-bloody-fallout-040001546.html	Associated Press				Neutral	7.0	July 25, 2021	True	-0.484063
Afghanistan curfew imposed as Taliban militants advance	https://news.yahoo.com//afghanistan-curfew-imposed-taliban-militants-151207065.html	BBC				Left-Center	8.0	July 25, 2021	True	1.462905
New Zealand to accept alleged Islamic State militant, 2 kids	https://news.yahoo.com//zealand-accept-alleged-islamic-state-034208188.html	Associated Press				Neutral	9.0	July 25, 2021	True	-2.302637
With eye on China, Pentagon chief heads to Southeast Asia	https://news.yahoo.com//eye-china-pentagon-chief-heads-041447021.html	Reuters				Neutral	10.0	July 25, 2021	True	0.417629
India landslide: Nine tourists killed as boulders fall from hilltop	https://news.yahoo.com//india-landslide-nine-tourists-killed-150059149.html	BBC				Left-Center	11.0	July 25, 2021	True	-4.493591
Nigerian outrage at brazen bandit attacks	https://news.yahoo.com//nigerian-outrage-brazen-bandit-attacks-231009617.html	BBC				Left-Center	12.0	July 25, 2021	True	-2.203414
Pandemic leaves Indians mired in massive medical debts	https://news.yahoo.com//pandemic-leaves-indians-mired-massive-043601230.html	Associated Press				Neutral	13.0	July 25, 2021	True	-2.36108
Migrant workers stranded in China's flooded cities	https://news.yahoo.com//migrant-workers-stranded-chinas-flooded-082529147.html	Reuters Videos				Left	14.0	July 25, 2021	False	-0.698458
Sarah Huckabee Sanders says Biden, Harris should give Trump credit to increase vaccination rate	https://news.yahoo.com//sarah-huckabee-sanders-says-biden-150211902.html	The Week				Left	15.0	July 25, 2021	True	-7.526976
Australia sees COVID-19 cases climb, police warn against protest repeat	https://news.yahoo.com//australias-victoria-eyes-covid-19-234527626.html	Reuters				Neutral	16.0	July 25, 2021	True	-0.970893
Covid: Fauci says US heading in wrong direction as cases rise	https://news.yahoo.com//covid-fauci-says-us-heading-195658123.html	BBC				Left-Center	17.0	July 25, 2021	True	-0.779537
U.S. House Speaker Pelosi names Republican Kinzinger to Jan. 6 panel	https://news.yahoo.com//u-house-speaker-pelosi-may-151837284.html	Reuters				Neutral	18.0	July 25, 2021	True	-1.573949
Lebanese Sunni tycoon Najib Mikati poised to be designated PM	https://news.yahoo.com//lebanese-sunni-muslim-leaders-endorse-165434736.html	Reuters				Neutral	19.0	July 25, 2021	True	
Decades ago, Fidel Castro promised all a better way of life: He lied to Cubans like my parents | Opinion	https://news.yahoo.com//decades-ago-fidel-castro-promised-193132325.html	Miami Herald				Left-Center	20.0	July 25, 2021	True	8.381739
Police respond to viral video showing officer appearing to toss a baggie into man’s car	https://news.yahoo.com//police-respond-viral-video-showing-192931364.html	The Independent				Left-Center	21.0	July 25, 2021	True	-3.404202
Prashant Kishor: How to win elections and influence people	https://news.yahoo.com//prashant-kishor-win-elections-influence-230248117.html	BBC				Left-Center	22.0	July 25, 2021	True	0.419679
Philip Morris International CEO said cigarettes should be banned and that the company will stop selling Marlboros in the UK within a decade	https://news.yahoo.com//philip-morris-international-ceo-said-014718006.html	Business Insider				Left-Center	23.0	July 25, 2021	True	-3.12583
Malaysia will not extend state of emergency, says law minister	https://news.yahoo.com//malaysia-not-extend-state-emergency-042039166.html	Reuters				Neutral	24.0	July 25, 2021	True	-1.031923
Like a hammer hitting us in the head': Homes ablaze in California as Western wildfires rage	https://news.yahoo.com//rugged-terrain-hot-dry-conditions-145638183.html	USA TODAY				Left-Center	25.0	July 25, 2021	True	-2.556816
